"","id","degree","group","label","origin","direction","shape","study","tissue","cell"
"Fn12","Fn1",3,"int","Fn1","Fn1","vis_net_I","square","Exercise2","Artery","Fib"
"Sdc23","Sdc2",4,"no data","Sdc2","Fn1","vis_net_I","circle","Exercise2","Artery","Fib"
"NICHE31","NICHE",3,"no data","NICHE","Fn1","vis_net_I","circle","Exercise2","Artery","Fib"
"Zbtb2031","Zbtb20",1,"downregulated","Zbtb20","Fn1","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr4a33","Nr4a3",1,"downregulated","Nr4a3","Fn1","vis_net_I","circle","Exercise2","Artery","Fib"
"Jun41","Jun",4,"no data","Jun","Gnas","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr3c14","Nr3c1",2,"no data","Nr3c1","Gnas","vis_net_I","circle","Exercise2","Artery","Fib"
"Rhoa3","Rhoa",9,"no data","Rhoa","Gnas","vis_net_I","circle","Exercise2","Artery","Fib"
"Hsp90aa14","Hsp90aa1",6,"no data","Hsp90aa1","Gnas","vis_net_I","circle","Exercise2","Artery","Fib"
"Pik3r110","Pik3r1",7,"no data","Pik3r1","Gnas","vis_net_I","circle","Exercise2","Artery","Fib"
"Sdc24","Sdc2",4,"no data","Sdc2","Gnas","vis_net_I","circle","Exercise2","Artery","Fib"
"Gnas","Gnas",5,"int","Gnas","Gnas","vis_net_I","square","Exercise2","Artery","Fib"
"NICHE41","NICHE",3,"no data","NICHE","Gnas","vis_net_I","circle","Exercise2","Artery","Fib"
"Zbtb2041","Zbtb20",1,"downregulated","Zbtb20","Gnas","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr4a34","Nr4a3",1,"downregulated","Nr4a3","Gnas","vis_net_I","circle","Exercise2","Artery","Fib"
"Jun51","Jun",4,"no data","Jun","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr3c15","Nr3c1",2,"no data","Nr3c1","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Fib"
"Rhoa4","Rhoa",9,"no data","Rhoa","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Fib"
"Hsp90aa15","Hsp90aa1",6,"int","Hsp90aa1","Hsp90aa1","vis_net_I","square","Exercise2","Artery","Fib"
"Sdc25","Sdc2",4,"no data","Sdc2","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Fib"
"NICHE51","NICHE",3,"no data","NICHE","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Fib"
"Zbtb2051","Zbtb20",1,"downregulated","Zbtb20","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr4a35","Nr4a3",1,"downregulated","Nr4a3","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Fib"
"Jun61","Jun",4,"no data","Jun","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr3c16","Nr3c1",2,"no data","Nr3c1","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"Rhoa5","Rhoa",9,"no data","Rhoa","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"Hsp90aa16","Hsp90aa1",6,"no data","Hsp90aa1","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"Il6st","Il6st",3,"int","Il6st","Il6st","vis_net_I","square","Exercise2","Artery","Fib"
"Pik3r11","Pik3r1",7,"no data","Pik3r1","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"Sdc26","Sdc2",4,"no data","Sdc2","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"Jak17","Jak1",4,"no data","Jak1","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"NICHE61","NICHE",3,"no data","NICHE","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"Zbtb2061","Zbtb20",1,"downregulated","Zbtb20","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr4a36","Nr4a3",1,"downregulated","Nr4a3","Il6st","vis_net_I","circle","Exercise2","Artery","Fib"
"Jun7","Jun",4,"no data","Jun","Itgb1","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr3c17","Nr3c1",2,"no data","Nr3c1","Itgb1","vis_net_I","circle","Exercise2","Artery","Fib"
"Rhoa6","Rhoa",9,"no data","Rhoa","Itgb1","vis_net_I","circle","Exercise2","Artery","Fib"
"Hsp90aa17","Hsp90aa1",6,"no data","Hsp90aa1","Itgb1","vis_net_I","circle","Exercise2","Artery","Fib"
"Itgb110","Itgb1",14,"int","Itgb1","Itgb1","vis_net_I","square","Exercise2","Artery","Fib"
"Sdc27","Sdc2",4,"no data","Sdc2","Itgb1","vis_net_I","circle","Exercise2","Artery","Fib"
"NICHE7","NICHE",3,"no data","NICHE","Itgb1","vis_net_I","circle","Exercise2","Artery","Fib"
"Zbtb207","Zbtb20",1,"downregulated","Zbtb20","Itgb1","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr4a37","Nr4a3",1,"downregulated","Nr4a3","Itgb1","vis_net_I","circle","Exercise2","Artery","Fib"
"Jun8","Jun",4,"no data","Jun","Sdc2","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr3c18","Nr3c1",2,"no data","Nr3c1","Sdc2","vis_net_I","circle","Exercise2","Artery","Fib"
"Hsp90aa18","Hsp90aa1",6,"no data","Hsp90aa1","Sdc2","vis_net_I","circle","Exercise2","Artery","Fib"
"Sdc28","Sdc2",4,"int","Sdc2","Sdc2","vis_net_I","square","Exercise2","Artery","Fib"
"NICHE8","NICHE",3,"no data","NICHE","Sdc2","vis_net_I","circle","Exercise2","Artery","Fib"
"Zbtb208","Zbtb20",1,"downregulated","Zbtb20","Sdc2","vis_net_I","circle","Exercise2","Artery","Fib"
"Nr4a38","Nr4a3",1,"downregulated","Nr4a3","Sdc2","vis_net_I","circle","Exercise2","Artery","Fib"
"Jun13","Jun",6,"no data","Jun","Tgfbr2","vis_net_I","circle","Exercise2","Artery","Lec"
"Ctnnb112","Ctnnb1",12,"no data","Ctnnb1","Tgfbr2","vis_net_I","circle","Exercise2","Artery","Lec"
"Tgfbr22","Tgfbr2",5,"int","Tgfbr2","Tgfbr2","vis_net_I","square","Exercise2","Artery","Lec"
"NICHE24","NICHE",6,"no data","NICHE","Tgfbr2","vis_net_I","circle","Exercise2","Artery","Lec"
"Zbtb2020","Zbtb20",1,"downregulated","Zbtb20","Tgfbr2","vis_net_I","circle","Exercise2","Artery","Lec"
"Jun14","Jun",6,"no data","Jun","Gnai2","vis_net_I","circle","Exercise2","Artery","Lec"
"Rac17","Rac1",18,"no data","Rac1","Gnai2","vis_net_I","circle","Exercise2","Artery","Lec"
"Pak2","Pak2",1,"no data","Pak2","Gnai2","vis_net_I","circle","Exercise2","Artery","Lec"
"Gnai24","Gnai2",3,"int","Gnai2","Gnai2","vis_net_I","square","Exercise2","Artery","Lec"
"NICHE112","NICHE",6,"no data","NICHE","Gnai2","vis_net_I","circle","Exercise2","Artery","Lec"
"Zbtb20110","Zbtb20",1,"downregulated","Zbtb20","Gnai2","vis_net_I","circle","Exercise2","Artery","Lec"
"Jun22","Jun",6,"no data","Jun","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Lec"
"Hsp90aa19","Hsp90aa1",6,"int","Hsp90aa1","Hsp90aa1","vis_net_I","square","Exercise2","Artery","Lec"
"Rac111","Rac1",18,"no data","Rac1","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Lec"
"Ctnnb113","Ctnnb1",12,"no data","Ctnnb1","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Lec"
"Tgfbr21","Tgfbr2",5,"no data","Tgfbr2","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Lec"
"Pak21","Pak2",1,"no data","Pak2","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Lec"
"NICHE25","NICHE",6,"no data","NICHE","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Lec"
"Zbtb2022","Zbtb20",1,"downregulated","Zbtb20","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Lec"
"Jun32","Jun",6,"no data","Jun","Cav1","vis_net_I","circle","Exercise2","Artery","Lec"
"Smad1","Smad1",7,"no data","Smad1","Cav1","vis_net_I","circle","Exercise2","Artery","Lec"
"Cav1","Cav1",6,"int","Cav1","Cav1","vis_net_I","square","Exercise2","Artery","Lec"
"Ctnnb121","Ctnnb1",12,"no data","Ctnnb1","Cav1","vis_net_I","circle","Exercise2","Artery","Lec"
"NICHE32","NICHE",6,"no data","NICHE","Cav1","vis_net_I","circle","Exercise2","Artery","Lec"
"Zbtb2032","Zbtb20",1,"downregulated","Zbtb20","Cav1","vis_net_I","circle","Exercise2","Artery","Lec"
"Jun42","Jun",6,"no data","Jun","Il6st","vis_net_I","circle","Exercise2","Artery","Lec"
"Mapk38","Mapk3",8,"no data","Mapk3","Il6st","vis_net_I","circle","Exercise2","Artery","Lec"
"Rac121","Rac1",18,"no data","Rac1","Il6st","vis_net_I","circle","Exercise2","Artery","Lec"
"Pak22","Pak2",1,"no data","Pak2","Il6st","vis_net_I","circle","Exercise2","Artery","Lec"
"Il6st1","Il6st",3,"int","Il6st","Il6st","vis_net_I","square","Exercise2","Artery","Lec"
"NICHE42","NICHE",6,"no data","NICHE","Il6st","vis_net_I","circle","Exercise2","Artery","Lec"
"Zbtb2042","Zbtb20",1,"downregulated","Zbtb20","Il6st","vis_net_I","circle","Exercise2","Artery","Lec"
"Jun52","Jun",6,"no data","Jun","Itgb1","vis_net_I","circle","Exercise2","Artery","Lec"
"Rac13","Rac1",18,"no data","Rac1","Itgb1","vis_net_I","circle","Exercise2","Artery","Lec"
"Itgb111","Itgb1",8,"int","Itgb1","Itgb1","vis_net_I","square","Exercise2","Artery","Lec"
"Pak23","Pak2",1,"no data","Pak2","Itgb1","vis_net_I","circle","Exercise2","Artery","Lec"
"NICHE52","NICHE",6,"no data","NICHE","Itgb1","vis_net_I","circle","Exercise2","Artery","Lec"
"Zbtb2052","Zbtb20",1,"downregulated","Zbtb20","Itgb1","vis_net_I","circle","Exercise2","Artery","Lec"
"Jun15","Jun",2,"no data","Jun","Fyn","vis_net_I","circle","Exercise2","Artery","Neur"
"Fyn","Fyn",2,"int","Fyn","Fyn","vis_net_I","square","Exercise2","Artery","Neur"
"Col1a2","Col1a2",1,"no data","Col1a2","Fyn","vis_net_I","circle","Exercise2","Artery","Neur"
"B2m6","B2m",2,"no data","B2m","Fyn","vis_net_I","circle","Exercise2","Artery","Neur"
"NICHE26","NICHE",2,"no data","NICHE","Fyn","vis_net_I","circle","Exercise2","Artery","Neur"
"Zbtb2023","Zbtb20",1,"downregulated","Zbtb20","Fyn","vis_net_I","circle","Exercise2","Artery","Neur"
"Jun16","Jun",2,"no data","Jun","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"Fyn1","Fyn",2,"no data","Fyn","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"Rhoa8","Rhoa",10,"no data","Rhoa","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"Hsp90aa110","Hsp90aa1",2,"no data","Hsp90aa1","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"Rock13","Rock1",1,"int","Rock1","Rock1","vis_net_I","square","Exercise2","Artery","Neur"
"Tln1","Tln1",2,"no data","Tln1","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"Itgb112","Itgb1",9,"no data","Itgb1","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"Gnai25","Gnai2",1,"no data","Gnai2","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"Myl6","Myl6",5,"no data","Myl6","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"B2m11","B2m",2,"no data","B2m","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"NICHE113","NICHE",2,"no data","NICHE","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"Zbtb20111","Zbtb20",1,"downregulated","Zbtb20","Rock1","vis_net_I","circle","Exercise2","Artery","Neur"
"Jun23","Jun",2,"no data","Jun","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"Fyn2","Fyn",2,"no data","Fyn","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"Rhoa12","Rhoa",10,"no data","Rhoa","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"Hsp90aa111","Hsp90aa1",2,"no data","Hsp90aa1","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"Rock23","Rock2",1,"int","Rock2","Rock2","vis_net_I","square","Exercise2","Artery","Neur"
"Tln11","Tln1",2,"no data","Tln1","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"Itgb113","Itgb1",9,"no data","Itgb1","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"Gnai21","Gnai2",1,"no data","Gnai2","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"Myl61","Myl6",5,"no data","Myl6","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"B2m2","B2m",2,"no data","B2m","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"NICHE27","NICHE",2,"no data","NICHE","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"Zbtb2024","Zbtb20",1,"downregulated","Zbtb20","Rock2","vis_net_I","circle","Exercise2","Artery","Neur"
"Jun33","Jun",2,"no data","Jun","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Neur"
"Fyn3","Fyn",2,"no data","Fyn","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Neur"
"Rhoa21","Rhoa",10,"no data","Rhoa","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Neur"
"Hsp90aa121","Hsp90aa1",2,"int","Hsp90aa1","Hsp90aa1","vis_net_I","square","Exercise2","Artery","Neur"
"B2m3","B2m",2,"no data","B2m","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Neur"
"NICHE33","NICHE",2,"no data","NICHE","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Neur"
"Zbtb2033","Zbtb20",1,"downregulated","Zbtb20","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Neur"
"Jun43","Jun",2,"no data","Jun","Itgb1","vis_net_I","circle","Exercise2","Artery","Neur"
"Fyn4","Fyn",2,"no data","Fyn","Itgb1","vis_net_I","circle","Exercise2","Artery","Neur"
"Rhoa31","Rhoa",10,"no data","Rhoa","Itgb1","vis_net_I","circle","Exercise2","Artery","Neur"
"Itgb12","Itgb1",9,"int","Itgb1","Itgb1","vis_net_I","square","Exercise2","Artery","Neur"
"B2m4","B2m",2,"no data","B2m","Itgb1","vis_net_I","circle","Exercise2","Artery","Neur"
"NICHE43","NICHE",2,"no data","NICHE","Itgb1","vis_net_I","circle","Exercise2","Artery","Neur"
"Zbtb2043","Zbtb20",1,"downregulated","Zbtb20","Itgb1","vis_net_I","circle","Exercise2","Artery","Neur"
"Jun17","Jun",4,"no data","Jun","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Fos","Fos",1,"no data","Fos","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Hsp90aa112","Hsp90aa1",7,"no data","Hsp90aa1","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Rac18","Rac1",13,"no data","Rac1","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Rock24","Rock2",2,"int","Rock2","Rock2","vis_net_I","square","Exercise2","Artery","Smomus"
"Tln12","Tln1",5,"no data","Tln1","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Itgb114","Itgb1",13,"no data","Itgb1","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Ilk","Ilk",1,"no data","Ilk","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Myl12b","Myl12b",5,"no data","Myl12b","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Myh11","Myh11",9,"no data","Myh11","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Myl62","Myl6",10,"no data","Myl6","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Myl9","Myl9",9,"no data","Myl9","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"NICHE28","NICHE",2,"no data","NICHE","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Zbtb2025","Zbtb20",1,"downregulated","Zbtb20","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Camta1","Camta1",1,"downregulated","Camta1","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Zfpm2","Zfpm2",1,"downregulated","Zfpm2","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Sox58","Sox5",1,"downregulated","Sox5","Rock2","vis_net_I","circle","Exercise2","Artery","Smomus"
"Jun18","Jun",4,"no data","Jun","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Fos1","Fos",1,"no data","Fos","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Rac112","Rac1",13,"no data","Rac1","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Itgb115","Itgb1",13,"no data","Itgb1","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Ilk1","Ilk",1,"no data","Ilk","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Gnai26","Gnai2",3,"no data","Gnai2","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Gnas2","Gnas",6,"int","Gnas","Gnas","vis_net_I","square","Exercise2","Artery","Smomus"
"Adcy5","Adcy5",2,"no data","Adcy5","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"NICHE114","NICHE",2,"no data","NICHE","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Zbtb20112","Zbtb20",1,"downregulated","Zbtb20","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Camta11","Camta1",1,"downregulated","Camta1","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Zfpm21","Zfpm2",1,"downregulated","Zfpm2","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Sox511","Sox5",1,"downregulated","Sox5","Gnas","vis_net_I","circle","Exercise2","Artery","Smomus"
"Jun24","Jun",4,"no data","Jun","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"Fos2","Fos",1,"no data","Fos","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"Hsp90aa113","Hsp90aa1",7,"int","Hsp90aa1","Hsp90aa1","vis_net_I","square","Exercise2","Artery","Smomus"
"Rac122","Rac1",13,"no data","Rac1","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"Itgb121","Itgb1",13,"no data","Itgb1","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"Ilk2","Ilk",1,"no data","Ilk","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"NICHE29","NICHE",2,"no data","NICHE","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"Zbtb2026","Zbtb20",1,"downregulated","Zbtb20","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"Camta12","Camta1",1,"downregulated","Camta1","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"Zfpm22","Zfpm2",1,"downregulated","Zfpm2","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"Sox521","Sox5",1,"downregulated","Sox5","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Smomus"
"Jun19","Jun",5,"no data","Jun","Pak2","vis_net_I","circle","Exercise2","Artery","Tcell"
"Hsp90aa114","Hsp90aa1",3,"no data","Hsp90aa1","Pak2","vis_net_I","circle","Exercise2","Artery","Tcell"
"Rac19","Rac1",9,"no data","Rac1","Pak2","vis_net_I","circle","Exercise2","Artery","Tcell"
"Itgb116","Itgb1",5,"no data","Itgb1","Pak2","vis_net_I","circle","Exercise2","Artery","Tcell"
"Pak24","Pak2",2,"int","Pak2","Pak2","vis_net_I","square","Exercise2","Artery","Tcell"
"Gnai27","Gnai2",3,"no data","Gnai2","Pak2","vis_net_I","circle","Exercise2","Artery","Tcell"
"NICHE30","NICHE",2,"no data","NICHE","Pak2","vis_net_I","circle","Exercise2","Artery","Tcell"
"Zbtb2027","Zbtb20",1,"downregulated","Zbtb20","Pak2","vis_net_I","circle","Exercise2","Artery","Tcell"
"Jun110","Jun",5,"no data","Jun","Rock1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Hsp90aa115","Hsp90aa1",3,"no data","Hsp90aa1","Rock1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Rac113","Rac1",9,"no data","Rac1","Rock1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Rock14","Rock1",2,"int","Rock1","Rock1","vis_net_I","square","Exercise2","Artery","Tcell"
"Pak211","Pak2",2,"no data","Pak2","Rock1","vis_net_I","circle","Exercise2","Artery","Tcell"
"NICHE115","NICHE",2,"no data","NICHE","Rock1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Zbtb20113","Zbtb20",1,"downregulated","Zbtb20","Rock1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Jun25","Jun",5,"no data","Jun","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Hsp90aa122","Hsp90aa1",3,"int","Hsp90aa1","Hsp90aa1","vis_net_I","square","Exercise2","Artery","Tcell"
"Rac123","Rac1",9,"no data","Rac1","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Pak221","Pak2",2,"no data","Pak2","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Tcell"
"NICHE210","NICHE",2,"no data","NICHE","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Zbtb2028","Zbtb20",1,"downregulated","Zbtb20","Hsp90aa1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Jun34","Jun",5,"no data","Jun","Itgb1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Rac131","Rac1",9,"no data","Rac1","Itgb1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Itgb117","Itgb1",5,"int","Itgb1","Itgb1","vis_net_I","square","Exercise2","Artery","Tcell"
"Pak231","Pak2",2,"no data","Pak2","Itgb1","vis_net_I","circle","Exercise2","Artery","Tcell"
"NICHE34","NICHE",2,"no data","NICHE","Itgb1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Zbtb2034","Zbtb20",1,"downregulated","Zbtb20","Itgb1","vis_net_I","circle","Exercise2","Artery","Tcell"
"Jun20","Jun",3,"no data","Jun","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Ets18","Ets1",3,"no data","Ets1","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Ptprc2","Ptprc",5,"no data","Ptprc","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Csk","Csk",8,"int","Csk","Csk","vis_net_I","square","Exercise2","BM","Bcell"
"Rhoa9","Rhoa",12,"no data","Rhoa","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Grb27","Grb2",18,"no data","Grb2","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Il2rg","Il2rg",7,"no data","Il2rg","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Jak18","Jak1",3,"no data","Jak1","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"H2-Q7","H2-Q7",2,"no data","H2-Q7","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"H2-K16","H2-K1",3,"no data","H2-K1","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"H2-D16","H2-D1",3,"no data","H2-D1","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Cd79a","Cd79a",10,"no data","Cd79a","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Cd79b","Cd79b",12,"no data","Cd79b","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"B2m7","B2m",3,"no data","B2m","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"NICHE35","NICHE",7,"no data","NICHE","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Zbtb2029","Zbtb20",1,"downregulated","Zbtb20","Csk","vis_net_I","circle","Exercise2","BM","Bcell"
"Nfkb17","Nfkb1",2,"no data","Nfkb1","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"Jun111","Jun",3,"no data","Jun","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"Ets112","Ets1",3,"no data","Ets1","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"Rhoa13","Rhoa",12,"no data","Rhoa","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"Dock2","Dock2",2,"no data","Dock2","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"Il2rg1","Il2rg",7,"no data","Il2rg","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"Gnai28","Gnai2",4,"int","Gnai2","Gnai2","vis_net_I","square","Exercise2","BM","Bcell"
"Jak111","Jak1",3,"no data","Jak1","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"Rac2","Rac2",4,"no data","Rac2","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"H2-K111","H2-K1",3,"no data","H2-K1","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"H2-D111","H2-D1",3,"no data","H2-D1","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"B2m12","B2m",3,"no data","B2m","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"NICHE116","NICHE",7,"no data","NICHE","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"Zbtb20114","Zbtb20",1,"downregulated","Zbtb20","Gnai2","vis_net_I","circle","Exercise2","BM","Bcell"
"Jun26","Jun",3,"no data","Jun","Hsp90aa1","vis_net_I","circle","Exercise2","BM","Bcell"
